4867f4fd-8943-4982-9ad8-4166182992ca	5	Terrific Cleaver.
860a585a-7df5-484c-8331-2d2f57f11948	5	Bought these for use with essential oils and my husband and I end up using them most every day in our kitchen.  They are very thick glass and the standard pyrex quality
09d08220-7f1b-43f5-ab9c-9d70333bd831	5	Awesome ring.
b2802cae-3ff9-461b-9fe1-546b5287ae15	2	Not what I was expecting.. and way smaller
9455018c-a41c-4d57-8f52-6672e23fd879	5	Bought this for my dad who likes &#34;old school&#34; nut grinding machine. He said he loves it!
cfc66795-e9e3-4fa3-b59e-ad90bb113719	2	I gave these as a gift.  The glasses themselves were fine.<br />We found out they are PAINTED red, and the color scratches off.<br />I am still looking for &#34;true red&#34; glasses.
d2d88575-d803-4df9-9c7a-f581c343bac8	5	These bags are wonderful!  They are great for freezing produce from my garden.
a2364dad-c4a9-4740-b033-575ac28ca327	1	I've had this scale for about 6 months and it's already acting up. If I sit it on the counter to use the numbers go crazy. I can't get it to zero out anymore which renders the Tare function useless. I get negative read offs or sometimes not even a set number. One item will send the scale crazy. I've tried changing the batteries out or leaving the scale alone to let it adjust and it just continues to flash tons of numbers. Not sure what happened because this thing gets stored safely in a cabinet in the box. Going to have to shop around for a more accurate functioning scale.
4918d18b-2c32-45e6-947e-04328d1fc016	5	They are awesome !!!! The gift is loved!
ddd7c9cc-7099-407a-9de3-8123b5b38062	4	These are great scissors and they feel like they are well made.  My one word of caution is these scissors come about, which is stated in the description, but they come apart very easily.  I took them out of the box when they arrived and while opening them up to help my husband open a second amazon box, they came apart and on side fell to the ground nearly missing my foot.  I like the fact the scissors come apart, but it should require a bit more effort.  I would like see some sort of safety to prevent unintentional separations.  This is the reason I took one star away.  With that in mid these are still great scissors, but I am much more careful when using them now and I try not to open them too wide to prevent them from coming apart while using.  I haven't had any issues since the first day now that I am aware of how they work.  The blades of the scissor are sharp and the handles feel good while using them.  The scissors come in a very nice looking, easy to open box with a plastic tray designed to hold the scissors.<br /><br />I received this product at a discount in exchange for an honest review.
4c634bc8-98fb-4690-9220-c4896e5458f5	4	Pretty
ec6f0f08-abda-4974-95a7-9da0fdbd0e42	5	Very happy with this product.
b56b07dc-968c-41f1-bb5f-9d57a236f949	1	What I received was not as pictured and three bells had brown off of the chain.  The only reason there is a star is because one is required to post this.
de68a76f-a65d-4daf-a37c-ad5db06b2667	3	This is more of a barrette than a hairpin. I did not expect its profile to be so high; it is hard to wear it as in the photo because the feather itself sticks up quite far due to the barrette fixture below it. I would recommend only wearing it at the back of the head, rather than as a hairpin that would hold hair on the side.
4ed81c48-aec4-4ba8-8ddd-5e36e040e7e0	4	Works well, must slide slow or top will pop off
77633fc9-ca35-4113-b334-42930f3baa32	5	Works great and the popcorn kernels are fluffy, we do find white corn is more crispy than the yellow (softer & chewy).
b4be6022-72de-469a-9793-90100d06dbc0	5	It works great on my Nuwave plate with my older pans!
44b4a847-a128-4e20-9d1e-c32a369276f4	5	Heavy weight and high quality! Gorgeous blue crystals, I wish I had bought several pairs for sisters!
fb63019e-8753-40f5-890e-bab67949fd03	2	It broke one week after I received it.
c5263109-1501-4963-82e9-05bfdf0b1f80	1	Got these for my daughters. They are very thick and would not fit in their ears. They wiping not even fit in my ears and they have been pierced for over about 30 years.
3066c74e-a9f1-4e3a-af08-d6a06b65fbef	5	Good
de9f055f-56ba-47c6-9632-6a0d2f41c3fe	5	love it
abb062e5-a118-40a1-af4b-70ac42525033	5	Outstanding, cook everybody's breakfast at once.
6d9f9d48-8984-4594-8357-f256903c1d24	1	One came broken, planned to Krazy glue it back together.  Shortly after,  the stones in the other fell out also.  Never got to wear them. You get what you pay for I guess.
30d0579d-7d1e-4420-b4af-7820f26d07e7	4	This is the same ring that jewelry stores sell for $399! Great price!!! It's very bulky though
12687240-b315-42a5-8797-12ddd5800cd0	1	the ring broke in first use
ae51fb44-156a-4ed2-8b4d-88da1acf1f2b	1	I received a discounted item to provide feedback based upon my experiences with the product.  My husband wanted a manual coffee grinder for small batches of freshly ground coffee. I liked the fact that the base of this coffee grinder was made of glass. It was the perfect size for small batches. Once filled, it didn't take long to get the desired amount of coffee beans ground.  This grinder did not come with instructions, so it took us a minute or two to figure out that you needed to completely disassemble the unit to be able to fill it with coffee beans. It's easy to adjust the grind with the coffee with just a twist of the screw on top.  Unfortunately, the screw that the handle attaches to bent after the first use. The bend in the screw caused the plastic top to rub against the screw, and we ended up with metal shavings in the grinder and ground coffee. We didn't catch this until we had already put the grinds in the french press and disassembled the unit to add more beans for grinding.  Given our experience with the grinder, I can not recommend this grinder and will be sending it back.
605c2638-f159-462b-a3fc-6ad1d93920cb	5	Very nice part of the set I was able to complete (pendant and ring). I like the materials (amber and sterling silver) as well as craftsmanship.
00e8b63e-a6f5-4fa5-a05b-b2e91e9c8ea5	5	love them all
f7de7d41-ce58-45f6-b283-0a5047de7667	5	This is the best timer ever.
64600f8e-784b-4833-9b3d-df8ad9059b00	5	These were a total hit. Possibly my favorite of all the decorations.
80044598-caf1-4e2d-bca6-7d5472ae03ca	5	Very happy with these! Shipping was extremely fast! Got them 2 days early! :D<br /><br />They seem to be of very high quality. They don't bend easily like other cheap tunnels.<br /><br />I wish they would have come in individual bags, but it's not very hard to put them in order by the size!<br /><br />I can't wait to finally get to an inch!<br /><br />I will definitely be buying from this company again.
