daa54754-af9c-41c0-b542-fe5eabc5919c	5	Great!
ab602aca-9bad-4aa9-bd42-6ce24cdf8680	5	It fit perfectly on my new<br />Victorinox Fibrox 8-Inch Chef's Knife .
f98cd8d3-d6fe-4ee3-8c9f-a18c1690f7a6	5	Excellent pan - my daughter just made madeleines - yum!
396f73e3-e3ef-4c93-a4b7-e8b04c6a2223	3	not the good one  but not bad
329ed5e3-8b47-4e78-961b-18b89e7da808	1	This is a rip off. It only comes with this necklace and is very tiny
e61dca8b-3577-4c88-a9de-47db3bc3cc99	4	I have been using this for the last few weeks and I love it!
39191b63-8e02-4292-8d11-67c6f2bb1ae3	5	Love it!
b9d72513-97db-4121-baa1-f9665b5dc1cd	5	Beautiful!
a6260267-9a39-454f-80fa-5232909049e0	5	It is easy to use the single serve coffee brewer and we are enjoying coffee being made quickly. The brewer met our expectation's.
e3167452-e087-47e6-a77b-d0efb0a1b997	5	just as shown and already got a lot of comments on them
93163305-6046-41dc-b64b-e85b24e61269	5	Nicer than that picture! Very pretty!
34fe8d10-3554-4b0c-99a6-a000bdc47b9b	5	I have several Cross pens and they are a smooth writing, long lasting instrument. This particular pen is a gift.
f768c63e-616c-4578-9b60-d2c66972992c	5	Love this coffee maker. I have had one of the original models for years and decided to upgrade and donated my old one to work.  The added features on the 400 series like the strong option and carafe are awesome.  The light in the reservoir is a cool bonus, works great as a night light.  Thanks, Keurig, for the free pods for this review.
5e60bd1b-28ca-4119-bc43-c4201cef0247	5	I ordered 3 pieces of jewelry from here and they all are great pieces. Only thing about this particular piece is that its just a tad bit too big but not big enough to slide off my wrist at any time.. so still a great piece!!
acc327b7-d749-4900-86d2-5dea1ebb4193	5	Exactly what I was looking for!  First time, left a little too much room for the ice expansion, but after that - perfect ice balls every time!
ef3ac854-c6a0-4dd4-8342-4c20d15edac7	4	Works as expected.
b1c07c7e-4f95-4a1e-a25f-df169de46011	5	Worked perfectly and as advertised.
1ad593c0-52c8-4c82-b682-21db37f862cc	1	Did not like
7e51e537-6617-4450-a65b-4e5abee27b43	5	perfect!
ffbd5589-5aac-4344-a591-8a4887dd1dc7	1	With arthritis, really hard for me to use.
57c9c17b-98fd-4286-85d4-f0539e81a0d3	5	Good value. And According to Zippo quality!
a14eb4b5-7763-464f-919b-e72804270f9a	5	[[VIDEOID:70222cbf9d5b236177117b19f391038e]]After many years our electric can opener had died. We had a manual one as a backup, but we both had so much trouble trying to get it to work, that we tried another one.  My fiance can get the newer manual one to work but I can't, I have to squeeze so hard that it hurts my wrist.  When I saw that Bartelli was looking for reviewers of their Soft Edge Automatic Can Opener, I applied right away.<br /><br />Thankfully they selected me and provided me with an Amazon code to order the blue version for free.  When it arrived I quickly ran to the store to get some AAA batteries which are not included so I could test it out.<br /><br />At first I was making it out to be harder than it really was.  You simply mount the can opener on the can, press the button to turn on, let can opener swivel around the can, press the button again to turn off the can opener when it has made a complete circle.  Because the can stays flat on the counter, I don't have to worry about any contents spilling out, especially on larger cans like when I used a stand up electric can opener.<br /><br />I love that this design doesn't take up much space, and can be stored in a drawer.  Our counter  space is very limited so not having to plug this can opener in makes prepping meals at the kitchen table a  breeze.<br /><br />This product cuts around the side of the can to eliminate sharp and dangerous edges, creating an easily re-sealable lid with a smooth edge. That makes it easy to keep food covered while preparing a meal.<br /><br />This is perfect for those with carpal tunnel issues, arthritis or any other hand pain, as it requires no manual labor.
2eb0961b-9bb1-4c1d-8b71-4180e706534f	5	On point
afd402e6-1bba-43d4-9ef7-b3706409e38c	4	I like the fit and the colors. They are not faded. Its well made and I think its pretty durable. The only hing i dislike is the left over string where they finished tying it. It sticks out and the string is coming undone. It doesnt affect the bracelet though because it cant undo itself more than where they tied it.
34ac55e7-6e90-45b5-a586-e3e8cde05e34	5	This is the best vegetable peeler I have used so far. I like its handle...great design! I got the red one. It stands out among the black and stainless kitchen product I have. Above all, the blade is sharp and it peels really thin. Very happy with this product.
1cf19399-953a-4444-baa1-c99285443d32	5	my second pan like this.  It has a lid that goes with it.
66491d95-37ce-4f40-9058-d4cb725f2afc	3	Everything was very well packages, and clean. However I got the wrong size needles! I got 16G needles with 14G rings. I could not do the piercing, I tried and it caused lists of pain from the different sizes.
6621caa1-2a47-4c18-8dd2-d15c4e4312b4	1	So cheaply made that the stones fell out before they even got to my house.
f9c56e5a-2663-4777-8076-76ee5e6309f7	5	Loved my little Crockpot for work. Used it only a few times, but my food comes out great with all its juices.
ab09b9c4-bcd2-44ed-9873-79fb0ecd67ac	1	Did not. Order
1d0f80ab-0fa6-42ec-907e-95e271358b9b	5	Very pretty! Love this stone!
efbc939c-3ad3-4bd7-b2ef-5e34aabd3ef7	5	Nice offset slotted spatula
a76c0826-b5c9-4c83-b678-74dcdf92d8b5	4	thought is was bigger
e9e4fddb-f5d7-4fad-a2ca-84c659a2fec1	4	It's a bit flimsy when you turn it out to be a traditional style wisk , but I love it as a flat wisk!
cc9d4991-a063-4a56-882e-2bdf2fe24be4	5	These are fabulous,  I absolutely love them.  They much better and easy to assemble then the stupid cardboard things that Wilton company sells.
